Location,Date,record,Battery,Logger.Temp,NDVIDownRed,NDVIDownNIR,NDVIUpRed,NDVIUpNIR,NDVI,PRIDown532,PRIDown570,PRIUp532,PRIUp570,PRI,TempK,TempC,SWin,SWout,SWnet,LWin,LWout,LWnet,NetRad,Albedo,IR.BodyT.C,IR.TargetT.C
cm,date,record,Volt,Degree,Logger.Temp,NDVIDownRed,NDVIDownNIR,NDVIUpRed,NDVIUpNIR,NDVI,PRIDown532,PRIDown570,PRIUp532,PRIUp570,PRI,Degree in K,Degree in C,SWin,SWout,SWnet,LWin,LWout,LWnet,NetRad,Albedo,IR.BodyT.C,IR.TargetT.C


3250,"2016-05-16 18:24:44",2644,12.08,11.93,15,0.001,0.001,0.033,0.022,0.2,0.0003,0.0009,0.059,0.0384,-0.643,282.0623,8.912278,21.9997,4.706277,17.29342,249.5312,350.2842,-100.753,-83.45955,0.2139246,9.68,7.424

3500,"2016-05-16 18:26:26",2646,12.08,11.89,16,0.001,0.001,0.031,0.02,0.216,0.0003,0.0005,0.0579,0.0429,-0.385,281.957,8.807038,19.45541,4.843105,14.61231,249.3364,349.0739,-99.73749,-85.12518,0.2489336,9.59,7.273

3750,"2016-05-16 18:28:08",2648,12.08,11.82,17,0.001,0.001,0.031,0.021,0.192,0.0018,0,0.0568,0.0415,1,281.8939,8.743882,21.10032,6.04706,15.05326,248.8447,351.1156,-102.2708,-87.21756,0.2865862,9.56,7.56

4000,"2016-05-16 18:30:04",2650,12.08,11.73,18,0.001,0.001,0.065,0.071,-0.044,0.0009,0.0005,0.069,0.0584,0.207,281.8939,8.743882,53.07207,5.855524,47.21654,248.8447,351.7062,-102.8615,-55.64497,0.1103316,9.56,7.904

4250,"2016-05-16 18:31:46",2652,12.08,11.66,1,0,0.001,0.108,0.137,1,0.0003,0.0002,0.0928,0.0856,0.161,281.8939,8.743882,81.03474,3.912816,77.12193,248.8445,348.9216,-100.0771,-22.95512,0.04828566,9.61,7.401

4500,"2016-05-16 18:33:36",2654,12.08,11.59,2,0.001,0.001,0.067,0.078,-0.076,0.001,0.0002,0.0699,0.058,0.612,281.957,8.807038,49.26864,3.39294,45.8757,248.6543,348.9894,-100.3351,-54.45942,0.06886613,9.71,7.057

250,"2016-05-17 01:02:30",2656,12.1,8.79,1,0,0,0,0,NAN,0,0,0.0008,0.0005,NAN,278.6589,5.508865,-2.827163,-0.1368152,-2.690347,272.1239,330.1512,-58.02724,-60.71758,0.0483931,6.111,3.361

500,"2016-05-17 01:04:14",2658,12.08,8.75,2,0,0,0,0,NAN,0.0006,0.0007,0,0,NAN,278.6374,5.487366,-3.058475,0.2189042,-3.27738,266.9931,331.227,-64.23384,-67.51122,-0.07157299,6.117,3.384

750,"2016-05-17 01:05:54",2660,12.09,8.72,3,0,0,0,0,NAN,0.0001,0,0,0,NAN,278.6378,5.487808,-2.493043,1.039795,-3.532838,265.5475,333.0013,-67.45387,-70.98671,-0.4170786,6.15,3.905

1000,"2016-05-17 01:07:38",2662,12.09,8.68,4,0,0,0,0,NAN,0.0002,0,0,0,NAN,278.6804,5.53035,-2.338834,1.039795,-3.378629,266.6931,334.3071,-67.61397,-70.9926,-0.4445783,6.183,3.763

1250,"2016-05-17 01:09:18",2664,12.09,8.63,5,0,0,0,0,NAN,0,0,0.0005,0,NAN,278.6804,5.53035,-3.238386,0.7935278,-4.031914,267.0338,333.1257,-66.09189,-70.1238,-0.245038,6.222,4.27

1500,"2016-05-17 01:11:04",2666,12.12,8.61,6,0,0,0,0,NAN,0,0.0002,0,0,NAN,278.6808,5.530808,-3.341192,1.067158,-4.40835,267.8025,332.3683,-64.56586,-68.97422,-0.3193944,6.222,3.885

1750,"2016-05-17 01:13:08",2668,12.08,8.57,7,0,0,0,0,NAN,0,0.0001,0.0001,0,NAN,278.6172,5.467224,-3.64961,0.6293496,-4.278959,267.5757,330.6219,-63.04615,-67.32511,-0.172443,6.156,3.706

2000,"2016-05-17 01:14:56",2670,12.07,8.52,8,0,0,0,0,NAN,0,0.0002,0,0,NAN,278.6172,5.467224,-3.64961,0.7388017,-4.388412,265.9574,329.6092,-63.65182,-68.04023,-0.2024331,6.155,2.851

2250,"2016-05-17 01:17:02",2672,12.09,8.46,9,0,0,0,0,NAN,0,0,0.0009,0,NAN,278.6177,5.467682,-3.238386,1.149247,-4.387633,262.4676,329.4427,-66.97514,-71.36278,-0.3548827,6.166,2.595

2500,"2016-05-17 01:18:56",2674,12.1,8.41,10,0,0,0,0,NAN,0,0.0003,0,0,NAN,278.6808,5.530808,-2.95567,1.258699,-4.214369,261.8404,330.5119,-68.6715,-72.88587,-0.4258593,6.239,3.415

2750,"2016-05-17 01:20:50",2676,12.08,8.37,11,0,0,0,0,NAN,0,0.0013,0,0.0004,NAN,278.7018,5.551865,-2.929968,1.450241,-4.380209,260.7513,331.9654,-71.2141,-75.5943,-0.494968,6.278,3.865

3000,"2016-05-17 01:22:34",2678,12.07,8.33,12,0,0,0,0,NAN,0.0002,0.0005,0,0,NAN,278.765,5.614975,-1.979014,1.997501,-3.976515,260.6354,334.5538,-73.91836,-77.89487,-1.009342,6.368,3.898

3250,"2016-05-17 01:24:14",2680,12.07,8.3,13,0,0,0,0,NAN,0.0001,0.0001,0,0.0005,NAN,278.744,5.593948,-3.212685,1.286062,-4.498747,260.7878,334.6194,-73.83161,-78.33036,-0.4003076,6.352,4.017

3500,"2016-05-17 01:26:10",2682,12.07,8.23,14,0,0,0,0,NAN,0,0.0002,0.0036,0,NAN,278.7018,5.551865,-3.906624,1.067158,-4.973782,259.9847,333.2312,-73.24643,-78.22022,-0.2731663,6.313,3.731

3750,"2016-05-17 01:27:58",2684,12.1,8.19,15,0,0,0,0,NAN,0.0002,0,0.0001,0.0008,1,278.7234,5.57338,-3.598206,1.258699,-4.856906,259.4944,333.2526,-73.75825,-78.61515,-0.349813,6.312,3.683

4000,"2016-05-17 01:29:38",2686,12.11,8.17,16,0,0,0,0,NAN,0,0,0.0018,0.0016,NAN,278.7018,5.551865,-3.572505,1.231336,-4.803842,259.4737,334.1594,-74.6857,-79.48954,-0.3446702,6.291,4.019

4250,"2016-05-17 01:31:42",2688,12.09,8.13,17,0,0,0,0,NAN,0,0.0012,0,0,NAN,278.6597,5.50975,-3.264087,1.286062,-4.55015,260.8001,332.3494,-71.54927,-76.09942,-0.3940036,6.263,3.809

4500,"2016-05-17 01:33:30",2690,12.12,8.1,18,0,0,0,0,NAN,0.0005,0,0,0,NAN,278.6597,5.50975,-3.572505,1.258699,-4.831204,258.4153,330.4929,-72.07765,-76.90886,-0.3523296,6.263,3.032

250,"2016-05-17 06:02:36",2692,12.1,10.18,1,0.006,0.011,0.308,0.278,0.34,0.0063,0.0049,0.35,0.3433,0.115,282.2787,9.128738,222.3391,33.62928,188.7098,280.0168,351.8935,-71.87671,116.8331,0.1512522,10.08,7.944

500,"2016-05-17 06:04:18",2694,12.09,10.29,2,0.005,0.012,0.293,0.26,0.46,0.0045,0.0041,0.3341,0.3286,0.038,282.4036,9.253586,211.4651,33.24619,178.2189,274.6918,352.2775,-77.58567,100.6332,0.1572183,10.35,8.42

750,"2016-05-17 06:06:00",2696,12.08,10.38,3,0.005,0.014,0.267,0.235,0.522,0.0054,0.0055,0.3168,0.3077,-0.024,282.5081,9.358139,191.3365,31.30341,160.0331,274.4596,353.2337,-78.77414,81.25899,0.1636039,10.52,8.59

1000,"2016-05-17 06:08:00",2698,12.09,10.52,4,0.005,0.012,0.289,0.253,0.465,0.0054,0.0042,0.3372,0.3274,0.11,282.6337,9.483719,207.6861,38.11681,169.5693,275.6134,354.636,-79.02255,90.54674,0.1835309,10.61,8.58

1250,"2016-05-17 06:09:46",2700,12.08,10.63,5,0.007,0.02,0.308,0.269,0.532,0.0082,0.0081,0.3556,0.3472,-0.006,282.7811,9.631088,221.4907,43.80832,177.6824,276.5388,355.8973,-79.35851,98.32386,0.1977886,10.81,9.19

1500,"2016-05-17 06:11:28",2702,12.08,10.72,6,0.005,0.017,0.262,0.223,0.6,0.0067,0.0049,0.3154,0.299,0.129,282.8232,9.673233,190.1025,32.56209,157.5405,277.0958,355.5229,-78.42713,79.11333,0.171287,10.84,9.1

1750,"2016-05-17 06:13:44",2704,12.08,10.88,7,0.005,0.017,0.298,0.258,0.594,0.006,0.006,0.3466,0.3396,-0.01,282.9917,9.841721,214.3956,33.79342,180.6021,277.4499,355.9661,-78.51622,102.0859,0.1576218,10.99,9.36

2000,"2016-05-17 06:15:32",2706,12.08,11.02,8,0.006,0.01,0.31,0.27,0.314,0.0053,0.0047,0.3607,0.3539,0.051,283.118,9.968063,221.5677,31.63173,189.936,278.9515,355.6877,-76.73625,113.1998,0.1427632,11.07,8.76

2250,"2016-05-17 06:17:30",2708,12.08,11.13,9,0.005,0.01,0.309,0.265,0.4,0.0039,0.0044,0.3569,0.3469,-0.074,283.2225,10.07256,221.6449,29.41531,192.2295,280.171,355.9726,-75.8017,116.4278,0.1327137,11.28,9.08

2500,"2016-05-17 06:19:46",2710,12.09,11.29,10,0.004,0.01,0.322,0.276,0.489,0.0031,0.0034,0.3746,0.3623,-0.063,283.3481,10.19807,230.9765,29.85312,201.1233,281.67,357.2107,-75.54066,125.5827,0.1292475,11.43,9.4

2750,"2016-05-17 06:21:26",2712,12.09,11.4,11,0.005,0.013,0.362,0.309,0.506,0.0049,0.0041,0.4092,0.3981,0.075,283.4315,10.28145,259.1255,35.02473,224.1008,282.4411,357.9786,-75.53751,148.5632,0.1351651,11.54,9.45

3000,"2016-05-17 06:23:08",2714,12.08,11.52,12,0.005,0.011,0.354,0.305,0.437,0.0035,0.004,0.4047,0.396,-0.077,283.5789,10.42888,254.1898,37.13169,217.0581,283.5435,358.8248,-75.28121,141.7769,0.1460786,11.71,9.51

3250,"2016-05-17 06:25:04",2716,12.09,11.63,13,0.006,0.013,0.311,0.264,0.437,0.0046,0.0049,0.3669,0.3593,-0.042,283.6622,10.51222,223.2644,34.12175,189.1426,284.6564,360.1,-75.44367,113.699,0.1528311,11.77,9.76

3500,"2016-05-17 06:27:08",2718,12.08,11.75,14,0.006,0.013,0.333,0.285,0.434,0.0049,0.0052,0.3884,0.3814,-0.039,283.7043,10.55437,238.4572,41.1267,197.3305,285.7261,360.9088,-75.18263,122.1478,0.17247,11.62,10.22

3750,"2016-05-17 06:29:06",2720,12.08,11.86,15,0.006,0.014,0.317,0.268,0.468,0.0049,0.0063,0.3704,0.3601,-0.139,283.7886,10.6386,227.8916,44.02718,183.8644,285.7367,362.4422,-76.70551,107.1589,0.1931935,11.6,10.52

4000,"2016-05-17 06:30:50",2722,12.1,11.98,16,0.006,0.015,0.303,0.254,0.498,0.0046,0.0044,0.3552,0.3426,0.004,283.8307,10.68071,219.0227,39.70382,179.3189,285.8698,361.5635,-75.69368,103.6252,0.1812772,11.58,9.94

4250,"2016-05-17 06:32:44",2724,12.07,12.07,17,0.005,0.013,0.276,0.23,0.515,0.0051,0.0041,0.3345,0.3214,0.089,283.8517,10.70177,201.2079,31.38544,169.8224,286.2346,361.8415,-75.60693,94.2155,0.1559852,11.5,9.88

4500,"2016-05-17 06:34:26",2726,12.09,12.14,18,0.007,0.014,0.312,0.26,0.412,0.0068,0.0061,0.368,0.3558,0.037,283.8939,10.74388,225.2695,35.40782,189.8617,286.7086,362.9883,-76.27964,113.5821,0.1571798,11.52,10.5

250,"2016-05-17 08:02:32",2728,12.1,16.49,1,0.017,0.025,0.587,0.461,0.304,0.0165,0.0155,0.6768,0.6684,0.025,287.3096,14.15956,436.0855,59.99431,376.0912,305.8837,387.0272,-81.14344,294.9477,0.1375747,14.3,15.12

500,"2016-05-17 08:04:14",2730,12.08,16.56,2,0.015,0.028,0.768,0.58,0.424,0.0119,0.0105,0.8405,0.8304,0.056,287.5201,14.3701,552.8533,79.41724,473.436,302.59,391.0291,-88.43908,384.997,0.1436498,14.8,16.18

750,"2016-05-17 08:05:56",2732,12.09,16.64,3,0.014,0.032,0.744,0.567,0.5,0.0141,0.0135,0.8284,0.8178,0.015,287.7307,14.58064,536.1592,78.84274,457.3165,303.8115,388.6222,-84.81066,372.5058,0.147051,15.25,14.99

1000,"2016-05-17 08:08:02",2734,12.09,16.71,4,0.014,0.028,0.858,0.639,0.457,0.0126,0.0117,0.919,0.9097,0.032,287.9189,14.76894,591.7902,89.48386,502.3063,309.3434,391.0746,-81.73126,420.575,0.1512088,15.67,16.32

1250,"2016-05-17 08:09:44",2736,12.09,16.81,5,0.015,0.039,0.719,0.553,0.543,0.0168,0.0163,0.7856,0.7794,0.011,287.9821,14.83211,514.2555,79.27918,434.9763,311.8147,390.6574,-78.84269,356.1336,0.154163,15.78,16.06

1500,"2016-05-17 08:11:52",2738,12.09,16.94,6,0.009,0.027,0.482,0.386,0.579,0.0095,0.0101,0.5458,0.5344,-0.041,288.0428,14.89284,349.8766,49.87054,300.006,314.0176,387.3589,-73.34134,226.6647,0.1425375,15.92,14.93

1750,"2016-05-17 08:13:38",2740,12.08,17.04,7,0.008,0.021,0.422,0.342,0.528,0.007,0.0075,0.4837,0.4724,-0.046,288.0206,14.87056,306.1613,39.85814,266.3032,314.4077,388.2505,-73.84278,192.4604,0.1301867,15.91,15.16

2000,"2016-05-17 08:15:32",2742,12.08,17.14,8,0.01,0.015,0.395,0.321,0.297,0.0089,0.0091,0.4561,0.4461,-0.022,287.8732,14.72319,285.574,34.74225,250.8318,314.2913,386.1026,-71.81136,179.0204,0.1216576,15.57,15.5

2250,"2016-05-17 08:15:32",2742,12.08,17.14,8,0.01,0.015,0.395,0.321,0.297,0.0089,0.0091,0.4561,0.4461,-0.022,287.8732,14.72319,285.574,34.74225,250.8318,314.2913,386.1026,-71.81136,179.0204,0.1216576,15.57,15.5

2500,"2016-05-17 08:19:12",2746,12.1,17.26,10,0.008,0.017,0.395,0.319,0.449,0.0074,0.0074,0.4599,0.4485,-0.013,287.5154,14.3654,286.4961,34.82385,251.6723,314.0628,383.4955,-69.43274,182.2395,0.1215509,14.87,14.19

2750,"2016-05-17 08:21:16",2748,12.1,17.29,11,0.008,0.018,0.409,0.329,0.473,0.007,0.0069,0.4719,0.462,-0.003,287.3891,14.23912,297.5197,37.01207,260.5076,314.3195,384.0807,-69.76118,190.7464,0.1244021,14.62,14.01

3000,"2016-05-17 08:23:04",2750,12.08,17.29,12,0.008,0.016,0.418,0.336,0.427,0.0071,0.0065,0.4847,0.4751,0.034,287.1997,14.04973,305.2294,39.93912,265.2903,314.1524,383.5683,-69.41586,195.8745,0.1308495,14.34,14.23

3250,"2016-05-17 08:25:02",2752,12.08,17.24,13,0.009,0.018,0.433,0.348,0.427,0.008,0.0068,0.4996,0.4948,0.076,286.9471,13.79717,316.4843,42.59235,273.892,314.3302,381.3695,-67.03931,206.8527,0.1345797,14.01,14.08

3500,"2016-05-17 08:27:02",2754,12.08,17.16,14,0.008,0.017,0.416,0.333,0.453,0.0079,0.0079,0.4827,0.4745,-0.009,286.7368,13.58675,304.7643,43.49485,261.2694,314.3113,379.906,-65.59469,195.6747,0.1427164,13.76,13.99

3750,"2016-05-17 08:29:06",2756,12.09,17.09,15,0.009,0.019,0.483,0.386,0.451,0.0072,0.0074,0.5592,0.551,-0.021,286.6946,13.54466,354.4134,55.66764,298.7458,314.1715,381.8742,-67.70264,231.0431,0.1570698,13.8,14.64

4000,"2016-05-17 08:31:02",2758,12.09,17.04,16,0.009,0.022,0.495,0.396,0.507,0.008,0.0079,0.5744,0.565,-0.002,286.6315,13.48155,362.6616,53.31485,309.3467,315.1118,382.2963,-67.18444,242.1623,0.1470099,13.78,13.76

4250,"2016-05-17 08:32:50",2760,12.07,16.98,17,0.009,0.022,0.507,0.407,0.506,0.0074,0.0079,0.5862,0.5753,-0.042,286.6747,13.52473,371.1422,52.54891,318.5933,316.3644,385.3109,-68.94653,249.6467,0.141587,13.92,14.36

4500,"2016-05-17 08:34:40",2762,12.08,16.96,18,0.012,0.019,0.437,0.354,0.323,0.0095,0.0093,0.5039,0.4949,0.002,286.6526,13.50258,319.6408,43.98661,275.6542,316.5868,384.349,-67.76215,207.8921,0.1376126,13.95,14.76

250,"2016-05-17 10:02:30",2764,12.06,17.82,1,0.041,0.058,3.257,0.95,0.658,0.0403,0.0396,1.4095,1.4082,0.008,292.0435,18.89354,914.9674,121.751,793.2164,321.1465,433.5285,-112.382,680.8344,0.133066,18.35,25.02

500,"2016-05-17 10:04:30",2766,12.06,18.05,2,0.031,0.049,1.342,0.799,0.453,0.0235,0.0225,1.0283,1.0223,0.019,292.191,19.04103,842.4982,114.3161,728.1822,312.4498,427.4495,-114.9996,613.1825,0.1356871,18.79,23.6

750,"2016-05-17 10:06:22",2768,12.06,18.28,3,0.025,0.049,1.424,0.869,0.525,0.0211,0.0205,1.3176,1.3113,0.012,292.081,18.93102,874.253,120.4395,753.8134,302.7222,419.4082,-116.686,637.1275,0.1377628,18.93,20.37

1000,"2016-05-17 10:08:12",2770,12.08,18.53,4,0.022,0.04,1.479,0.899,0.499,0.0184,0.0181,1.361,1.3472,0.003,292.2496,19.09956,894.227,123.4552,770.7718,297.3788,421.795,-124.4162,646.3556,0.138058,19.44,22.28

1250,"2016-05-17 10:09:56",2772,12.07,18.74,5,0.018,0.044,0.948,0.606,0.585,0.0185,0.0187,0.9504,0.8724,-0.048,292.1426,18.99266,601.7858,77.90591,523.8799,296.8586,413.6023,-116.7437,407.1362,0.1294579,19.35,19.26

1500,"2016-05-17 10:11:48",2774,12.06,19,6,0.025,0.055,1.268,0.679,0.608,0.0211,0.0231,1.111,1.098,-0.051,292.0373,18.88731,864.7798,119.2647,745.515,305.1128,422.1121,-116.9993,628.5158,0.1379134,19.27,20.92

1750,"2016-05-17 10:14:10",2776,12.07,19.28,7,0.006,0.015,0.346,0.257,0.542,0.0074,0.0058,0.4155,0.3938,0.095,291.5678,18.4178,252.6451,26.73416,225.9109,312.5932,405.2186,-92.62532,133.2856,0.1058171,18.76,17.02

2000,"2016-05-17 10:16:16",2778,12.06,19.49,8,0.009,0.012,0.363,0.262,0.298,0.0091,0.0083,0.4541,0.4312,0.02,291.1677,18.01772,263.7406,25.91415,237.8264,302.1795,402.6368,-100.4573,137.3691,0.09825619,18.08,18.82

2250,"2016-05-17 10:18:00",2780,12.06,19.6,9,0.036,0.05,1.466,0.896,0.389,0.0279,0.0298,1.3361,1.3239,-0.038,291.0834,17.93346,896.791,115.1922,781.5988,305.7072,426.0241,-120.3169,661.282,0.1284493,18.06,24.94

2500,"2016-05-17 10:20:00",2782,12.07,19.73,10,0.019,0.034,0.917,0.677,0.416,0.0161,0.0162,1.0414,1.0326,-0.007,290.7887,17.63872,584.1141,69.9519,514.1622,301.5934,403.807,-102.2136,411.9486,0.1197573,17.68,17.49

2750,"2016-05-17 10:21:56",2784,12.06,19.81,11,0.023,0.045,1.251,0.796,0.509,0.0195,0.0188,1.0441,0.9938,-0.006,290.7677,17.61769,756.9592,92.09386,664.8653,300.9659,411.1932,-110.2273,554.638,0.1216629,17.84,18.6

3000,"2016-05-17 10:23:42",2786,12.06,19.92,12,0.014,0.021,0.647,0.372,0.446,0.0103,0.0104,0.6014,0.5744,-0.028,290.8098,17.65977,529.5582,62.46199,467.0962,306.6469,415.8117,-109.1648,357.9315,0.1179511,18.04,17.81

3250,"2016-05-17 10:25:52",2788,12.06,20.02,13,0.014,0.028,0.749,0.64,0.401,0.0173,0.017,1.1997,1.206,0.011,290.595,17.44496,526.2419,63.71934,462.5226,310.3862,418.1557,-107.7696,354.753,0.1210838,17.73,19.86

3500,"2016-05-17 10:27:56",2790,12.07,20.08,14,0.008,0.017,0.422,0.306,0.491,0.0082,0.0086,0.5134,0.4839,-0.053,290.2596,17.1096,311.0429,32.96668,278.0762,308.5235,402.2132,-93.6897,184.3865,0.1059876,17.24,16.83

3750,"2016-05-17 10:29:50",2792,12.06,20.13,15,0.03,0.057,1.722,1.002,0.531,0.0228,0.0239,1.488,1.4849,-0.025,290.1768,17.02681,1029.639,134.0354,895.6038,303.9802,417.1823,-113.2021,782.4017,0.1301771,17.11,19.68

4000,"2016-05-17 10:31:36",2794,12.06,20.15,16,0.03,0.059,1.757,1.032,0.54,0.0239,0.0251,1.5687,1.5741,-0.023,290.2161,17.06612,1021.944,132.2297,889.7143,300.4548,421.6153,-121.1605,768.5539,0.1293903,17.5,21.27

4250,"2016-05-17 10:33:56",2796,12.06,20.21,17,0.012,0.023,0.567,0.401,0.461,0.0125,0.0116,0.7225,0.7068,0.026,290.3003,17.15028,420.3666,46.11469,374.2519,307.4746,413.6514,-106.1769,268.075,0.1097012,17.59,19.22

4500,"2016-05-17 10:35:54",2798,12.06,20.24,18,0.008,0.017,0.393,0.288,0.487,0.0083,0.008500001,0.4794,0.4543,-0.039,290.3003,17.15028,296.2415,32.47418,263.7673,314.5381,408.9304,-94.39233,169.375,0.1096206,17.62,17.89

250,"2016-05-17 14:02:40",2800,12.07,21.23,1,0.012,0.02,0.473,0.359,0.374,0.0115,0.0123,0.5532,0.5325,-0.053,290.7772,17.62715,352.0095,48.71426,303.2952,345.3841,417.2256,-71.8415,231.4537,0.1383891,17.94,20.39

500,"2016-05-17 14:04:42",2802,12.07,21.23,2,0.012,0.021,0.528,0.396,0.4,0.01,0.0097,0.6046,0.5877,0.001,290.9905,17.84047,384.4309,51.03668,333.3943,342.2372,415.0458,-72.80862,260.5856,0.1327591,18.35,20.57

750,"2016-05-17 14:06:26",2804,12.06,21.23,3,0.011,0.023,0.509,0.381,0.473,0.0125,0.0099,0.585,0.5677,0.101,291.1363,17.98631,367.1038,50.35365,316.7502,342.4573,415.44,-72.98265,243.7676,0.1371646,18.73,20.11

1000,"2016-05-17 14:08:18",2806,12.06,21.29,4,0.011,0.021,0.575,0.429,0.438,0.0101,0.0103,0.6573,0.6458,-0.019,291.3272,18.17723,411.4616,57.2661,354.1956,341.1454,413.139,-71.9936,282.202,0.1391772,19.11,20.6

1250,"2016-05-17 14:10:00",2808,12.06,21.34,5,0.01,0.025,0.48,0.355,0.543,0.0109,0.0106,0.5413,0.5294,0.003,291.3889,18.23888,345.8497,49.26093,296.5888,339.9602,411.1254,-71.16517,225.4236,0.1424345,19.21,19.31

1500,"2016-05-17 14:11:44",2810,12.07,21.4,6,0.008,0.022,0.46,0.34,0.576,0.0073,0.0084,0.5179,0.5059,-0.082,291.3453,18.19527,329.5237,44.01517,285.5085,340.7364,408.9429,-68.20649,217.3021,0.1335721,19.07,18.46

1750,"2016-05-17 14:13:42",2812,12.06,21.4,7,0.011,0.027,0.638,0.464,0.543,0.011,0.011,0.6948,0.6768,-0.013,291.3032,18.15318,459.4389,57.59409,401.8448,340.16,415.195,-75.035,326.8098,0.1253575,18.9,19.19

2000,"2016-05-17 14:15:46",2814,12.06,21.42,8,0.014,0.018,0.568,0.412,0.279,0.0116,0.0125,0.6275,0.6105,-0.051,291.3873,18.23735,406.3793,49.28834,357.091,341.3125,416.1727,-74.86018,282.2308,0.1212866,18.97,22

2250,"2016-05-17 14:17:40",2816,12.07,21.48,9,0.017,0.025,0.674,0.492,0.337,0.0151,0.0131,0.7408,0.7216,0.058,291.5362,18.38618,475.6878,59.61598,416.0718,340.4474,417.5142,-77.06676,339.005,0.1253259,19.12,21.79

2500,"2016-05-17 14:19:24",2818,12.07,21.53,10,0.019,0.037,0.888,0.632,0.465,0.0175,0.017,0.9016,0.89,0.008,291.703,18.55302,587.9856,76.80138,511.1843,338.0687,426.3732,-88.30446,422.8798,0.1306178,19.38,22.77

2750,"2016-05-17 14:21:22",2820,12.07,21.59,11,0.009,0.019,0.503,0.372,0.481,0.0074,0.0077,0.5535,0.5397,-0.032,291.8503,18.70036,362.7917,44.06995,318.7217,339.239,416.4176,-77.17853,241.5432,0.1214745,19.53,19.82

3000,"2016-05-17 14:23:08",2822,12.07,21.64,12,0.007,0.014,0.396,0.303,0.447,0.0052,0.0057,0.4465,0.432,-0.062,291.7872,18.63719,282.7787,35.1904,247.5883,343.3056,409.6575,-66.35186,181.2364,0.124445,19.35,19.42

3250,"2016-05-17 14:25:12",2824,12.07,21.67,13,0.009,0.017,0.438,0.336,0.422,0.0083,0.0075,0.4977,0.482,0.035,291.6188,18.46883,314.1984,41.0919,273.1065,346.9508,408.7098,-61.7591,211.3474,0.1307833,18.91,19.08

3500,"2016-05-17 14:27:20",2826,12.06,21.7,14,0.007,0.014,0.359,0.279,0.44,0.0062,0.0055,0.4122,0.4006,0.046,291.3663,18.21632,258.2124,34.83522,223.3772,345.5324,404.258,-58.72558,164.6516,0.1349092,18.53,18.28

3750,"2016-05-17 14:29:02",2828,12.06,21.67,15,0.006,0.012,0.306,0.244,0.43,0.005,0.0048,0.353,0.3454,0.01,291.1138,17.96379,221.4788,32.95002,188.5288,348.7101,402.5059,-53.79578,134.733,0.1487728,18.2,18.08

4000,"2016-05-17 14:30:50",2830,12.06,21.62,16,0.005,0.013,0.279,0.226,0.525,0.003,0.0038,0.3244,0.3171,-0.129,290.9454,17.79546,203.7666,28.6605,175.1061,350.8308,402.2389,-51.40808,123.6981,0.1406536,17.98,16.79

4250,"2016-05-17 14:32:32",2832,12.06,21.56,17,0.004,0.012,0.272,0.222,0.572,0.0035,0.0033,0.3209,0.3093,0.011,290.735,17.58507,198.8382,25.65511,173.1831,351.0177,404.4356,-53.41786,119.7652,0.1290251,17.71,17.5

4500,"2016-05-17 14:34:38",2834,12.07,21.48,18,0.007,0.012,0.292,0.235,0.361,0.0069,0.0056,0.3404,0.3296,0.088,290.5247,17.37468,213.0852,27.56764,185.5176,348.8257,404.781,-55.95528,129.5623,0.1293738,17.53,18.39

250,"2016-05-17 16:02:32",2836,12.08,21.29,1,0.014,0.025,0.459,0.152,0.687,0.0093,0.0094,0.4028,0.2353,-0.267,291.3663,18.21632,490.558,81.44742,409.1106,312.4462,421.1109,-108.6647,300.4459,0.1660302,18.81,20.18

500,"2016-05-17 16:04:52",2838,12.07,21.31,2,0.004,0.007,0.194,0.128,0.452,0.0042,0.0038,0.2452,0.2249,0.007,291.3889,18.23888,145.6274,18.27855,127.3489,304.4925,406.828,-102.3354,25.01341,0.1255159,18.85,18.05

750,"2016-05-17 16:06:38",2840,12.07,21.31,3,0.004,0.009,0.207,0.138,0.543,0.0055,0.0044,0.2619,0.2412,0.07,291.2626,18.11256,153.7906,19.07089,134.7197,305.0601,403.0863,-98.02613,36.69354,0.1240056,18.78,17.41

1000,"2016-05-17 16:08:30",2842,12.08,21.31,4,0.003,0.007,0.188,0.125,0.556,0.0042,0.0037,0.2489,0.2263,0.016,291.0521,17.90215,141.9311,17.67747,124.2537,304.3072,400.2229,-95.91572,28.33793,0.1245497,18.48,17.26

1250,"2016-05-17 16:10:12",2844,12.08,21.31,5,0.005,0.013,0.22,0.14,0.607,0.007,0.0061,0.2771,0.2596,0.036,290.8838,17.73381,165.7277,22.10369,143.624,306.0031,398.6925,-92.68939,50.93465,0.1333735,18.24,16.87

1500,"2016-05-17 16:12:14",2846,12.08,21.26,6,0.009,0.027,0.613,0.228,0.779,0.008,0.0087,0.6118,0.6007,-0.051,290.8838,17.73381,463.6068,65.3002,398.3066,309.15,404.9282,-95.77816,302.5284,0.1408526,18.36,17.99

1750,"2016-05-17 16:13:58",2848,12.07,21.26,7,0.008,0.022,0.588,0.216,0.764,0.0088,0.0076,0.622,0.6146,0.067,291.0325,17.88255,432.8794,54.37134,378.5081,309.6407,407.95,-98.3093,280.1988,0.1256039,18.78,18.36

