Location,Date,record,Battery,Logger.Temp,NDVIDownRed,NDVIDownNIR,NDVIUpRed,NDVIUpNIR,NDVI,PRIDown532,PRIDown570,PRIUp532,PRIUp570,PRI,TempK,TempC,SWin,SWout,SWnet,LWin,LWout,LWnet,NetRad,Albedo,IR.BodyT.C,IR.TargetT.C
cm,date,record,Volt,Degree,Logger.Temp,NDVIDownRed,NDVIDownNIR,NDVIUpRed,NDVIUpNIR,NDVI,PRIDown532,PRIDown570,PRIUp532,PRIUp570,PRI,Degree in K,Degree in C,SWin,SWout,SWnet,LWin,LWout,LWnet,NetRad,Albedo,IR.BodyT.C,IR.TargetT.C

4500,"2016-04-10 14:39:14",5957,12.13,9.46,18,0.015,0.019,0.74,0.546,0.264,0.0103,0.0113,0.8114,0.7884,-0.061,280.5521,7.402084,597.0647,69.54303,527.5217,235.2757,369.9977,-134.7221,392.7996,0.1164748,7.536,10.36

250,"2016-04-10 16:02:42",5960,12.15,9.68,1,0.01,0.01,0.447,0.094,0.652,0.0037,0.0044,0.1117,0.4858,0.571,281.31,8.160004,397.506,48.97011,348.5359,231.3373,358.0311,-126.6938,221.8421,0.1231934,7.569,7.949

500,"2016-04-10 16:04:42",5963,12.14,9.62,2,0.008,0.01,0.06499999,0.04,0.34,0.0051,0.0037,0.1229,0.0969,0.042,280.9732,7.823135,50.95593,48.45031,2.505615,221.7194,355.574,-133.8545,-131.3489,0.9508278,7.778,6.604

750,"2016-04-10 16:06:40",5966,12.11,9.52,3,0.007,0.009,0.07,0.041,0.374,0.0049,0.0034,0.1297,0.103,0.067,280.5948,7.444778,53.9367,46.50792,7.42878,219.9902,353.2525,-133.2623,-125.8336,0.8622685,7.282,6.04

1000,"2016-04-10 16:08:38",5969,12.14,9.41,4,0.007,0.01,0.441,0.096,0.736,0.0052,0.0051,0.5299,0.5141,-0.005,280.3842,7.234253,393.1106,45.00326,348.1074,220.4694,350.7644,-130.295,217.8123,0.1144799,7.159,6.872

1250,"2016-04-10 16:10:52",5972,12.14,9.26,5,0.008,0.012,0.433,0.1,0.733,0.0052,0.0054,0.5336,0.5128,-0.039,280.1737,7.023743,389.872,42.40428,347.4677,220.4401,348.7008,-128.2606,219.2071,0.1087646,7.294,6.962

1500,"2016-04-10 16:12:54",5975,12.14,9.15,6,0.006,0.017,0.429,0.104,0.842,0.0047,0.0057,0.5278,0.5068,-0.116,280.1527,7.002685,393.4962,41.5562,351.94,220.4203,348.427,-128.0067,223.9333,0.1056076,7.677,6.548

1750,"2016-04-10 16:14:58",5978,12.13,9.03,7,0.004,0.01,0.408,0.105,0.813,0.0037,0.0031,0.5108,0.4947,0.072,280.1527,7.002685,377.8427,38.1365,339.7062,221.4422,347.8364,-126.3941,213.3121,0.1009322,7.948,5.714

2000,"2016-04-10 16:17:12",5981,12.13,8.94,8,0.006,0.008,0.404,0.111,0.658,0.0052,0.0055,0.5096,0.4937,-0.044,280.0901,6.940109,378.3054,39.25816,339.0473,222.1521,347.6087,-125.4566,213.5907,0.1037737,8.02,5.801

2250,"2016-04-10 16:19:12",5984,12.13,8.88,9,0.007,0.01,0.399,0.116,0.662,0.0057,0.0059,0.5116,0.4927,-0.036,279.9638,6.813782,377.997,41.72034,336.2766,223.7373,348.2452,-124.508,211.7686,0.1103722,7.891,7.159

2500,"2016-04-10 16:21:24",5987,12.11,8.81,10,0.007,0.017,0.362,0.114,0.77,0.008,0.008,0.4771,0.4545,-0.024,280.0486,6.898575,346.3044,40.79018,305.5142,225.1815,349.5113,-124.3298,181.1845,0.1177871,8.16,7.564

2750,"2016-04-10 16:23:26",5990,12.09,8.75,11,0.006,0.013,0.367,0.121,0.736,0.0047,0.0037,0.4813,0.4646,0.102,280.1328,6.982788,356.406,44.12781,312.2781,226.1121,352.4621,-126.35,185.9281,0.1238133,8.49,7.748

3000,"2016-04-10 16:25:36",5993,12.1,8.7,12,0.007,0.012,0.387,0.135,0.662,0.0054,0.0047,0.5124,0.4966,0.054,280.2176,7.067581,382.0067,49.05218,332.9545,226.7906,353.307,-126.5164,206.4381,0.1284066,8.61,7.709

3250,"2016-04-10 16:27:52",5996,12.12,8.68,13,0.008,0.013,0.346,0.131,0.622,0.006,0.0052,0.4727,0.4534,0.051,280.1328,6.982788,345.2249,43.79952,301.4253,227.3043,351.7027,-124.3984,177.027,0.1268724,8.52,8.33

3500,"2016-04-10 16:30:06",5999,12.11,8.66,14,0.007,0.01,0.333,0.131,0.568,0.0049,0.0051,0.4627,0.4419,-0.043,280.1538,7.003845,337.4367,44.12781,293.3089,228.0055,350.0359,-122.0304,171.2785,0.1307736,8.49,7.816

3750,"2016-04-10 16:32:24",6002,12.15,8.61,15,0.008,0.012,0.348,0.142,0.572,0.006,0.0052,0.4901,0.4682,0.049,280.1544,7.004394,361.0326,48.5871,312.4455,229.1153,350.798,-121.6826,190.7628,0.1345782,8.55,8.54

4000,"2016-04-10 16:34:22",6005,12.1,8.61,16,0.006,0.015,0.315,0.132,0.713,0.0043,0.0044,0.4496,0.4281,-0.036,280.1334,6.983383,329.9569,38.16386,291.7931,230.2879,348.7525,-118.4646,173.3285,0.1156631,8.47,7.102

4250,"2016-04-10 16:36:38",6008,12.11,8.57,17,0.004,0.012,0.313,0.134,0.75,0.0039,0.0046,0.4539,0.4359,-0.102,280.1334,6.983383,332.1161,35.59224,296.5238,230.1176,347.1494,-117.0318,179.492,0.1071681,8.54,6.047

4500,"2016-04-10 16:38:52",6011,12.13,8.55,18,0.004,0.007,0.307,0.127,0.618,0.0033,0.0025,0.4133,0.397,0.118,280.1965,7.046524,336.6656,34.85358,301.812,229.7513,348.8988,-119.1475,182.6645,0.1035258,8.75,6.192

250,"2016-04-10 18:02:40",6014,12.14,5.68,1,0.001,0.001,0.017,0.013,0.133,0.0016,0.0008,0.0304,0.0217,0.176,276.0531,2.903106,11.48628,1.696171,9.790111,230.0571,313.493,-83.43599,-73.64588,0.1476693,3.575,-0.151

500,"2016-04-10 18:04:42",6017,12.15,5.591,2,0,0.001,0.017,0.014,1,0.0007,0.0009,0.0273,0.0214,-0.242,275.9696,2.819641,10.27855,1.614098,8.664453,224.2086,312.1669,-87.95826,-79.29381,0.1570356,3.482,-0.803

750,"2016-04-10 18:06:42",6020,12.13,5.485,3,0,0,0.016,0.013,NAN,0,0,0.0286,0.0229,NAN,275.8223,2.672272,9.01943,1.614098,7.40533,223.3364,311.9713,-88.63482,-81.2295,0.178958,3.394,-0.669

1000,"2016-04-10 18:08:40",6023,12.14,5.377,4,0,0,0.014,0.012,NAN,0,0.0007,0.0249,0.0175,-1,275.6749,2.524918,7.837396,1.641456,6.19594,222.8912,311.4393,-88.54809,-82.35215,0.209439,3.322,-0.682

1250,"2016-04-10 18:10:44",6026,12.1,5.246,5,0,0,0.013,0.011,NAN,0.0006,0.0001,0.0235,0.0179,0.641,275.5065,2.356522,6.269917,1.422595,4.847321,222.7731,311.2305,-88.45741,-83.6101,0.2268922,3.213,-0.486

1500,"2016-04-10 18:12:42",6029,12.14,5.117,6,0,0.001,0.011,0.01,1,0.0001,0.001,0.0221,0.0168,-0.859,275.3381,2.188156,4.856616,1.203734,3.652882,222.7416,309.4201,-86.67845,-83.02557,0.2478546,3.103,-0.622

1750,"2016-04-10 18:14:56",6032,12.15,4.945,7,0,0,0.009,0.008,NAN,0,0.0004,0.0124,0.0116,-1,275.1487,1.998749,3.366226,1.121662,2.244564,222.3569,307.5963,-85.23937,-82.9948,0.3332105,2.993,-1.037

2000,"2016-04-10 18:17:08",6035,12.14,4.794,8,0,0,0.007,0.007,NAN,0,0.0002,0.0162,0.0059,-1,275.0014,1.851425,1.824443,1.039589,0.7848541,222.2575,306.3101,-84.05261,-83.26776,0.5698117,2.878,-1.819

2250,"2016-04-10 18:17:08",6035,12.14,4.794,8,0,0,0.007,0.007,NAN,0,0.0002,0.0162,0.0059,-1,275.0014,1.851425,1.824443,1.039589,0.7848541,222.2575,306.3101,-84.05261,-83.26776,0.5698117,2.878,-1.819

2500,"2016-04-10 18:21:46",6041,12.16,4.471,10,0,0,0.005,0.005,NAN,0.0003,0.0003,0.0063,0.0043,-0.189,274.7071,1.557068,-0.07708914,1.066946,-1.144036,222.4895,305.5146,-83.02514,-84.16918,-13.84042,2.637,-1.768

2750,"2016-04-10 18:23:50",6044,12.13,4.342,11,0,0,0.004,0.004,NAN,0.0013,0.0003,0.0061,0.0047,0.539,274.5597,1.40976,-0.8736769,1.066946,-1.940624,222.5639,305.9195,-83.35555,-85.29618,-1.221214,2.533,-1.534

3000,"2016-04-10 18:25:48",6047,12.15,4.193,12,0,0,0.003,0.003,NAN,0.0001,0.0006,0.0071,0.0048,-0.797,274.4756,1.325562,-1.027855,1.012231,-2.040086,222.765,306.9588,-84.19379,-86.23388,-0.9847996,2.462,-1.57

3250,"2016-04-10 18:28:18",6050,12.13,4.021,13,0,0,0.002,0.002,NAN,0,0,0.0055,0.0028,NAN,274.4758,1.325806,-1.438997,2.079178,-3.518175,222.4255,306.1162,-83.69069,-87.20887,-1.44488,2.424,-1.743

3500,"2016-04-10 18:30:36",6053,12.15,3.87,14,0,0,0.002,0.002,NAN,0.0013,0.0004,0.0051,0.0013,-0.094,274.4126,1.262634,-2.107103,1.94239,-4.049493,222.47,307.17,-84.70003,-88.74953,-0.9218295,2.38,-1.624

3750,"2016-04-10 18:32:56",6056,12.15,3.741,15,0,0,0.001,0.001,NAN,0.0002,0.0001,0.0021,0,NAN,274.3916,1.241608,-3.083565,1.997105,-5.08067,222.627,306.8184,-84.19142,-89.27209,-0.6476609,2.314,-1.667

4000,"2016-04-10 18:35:12",6059,12.15,3.612,16,0,0,0.001,0.001,NAN,0.0006,0.0004,0.0015,0.0021,0.355,274.3496,1.1996,-3.854457,1.696171,-5.550628,222.6857,306.8748,-84.18905,-89.73968,-0.4400545,2.248,-1.346

4250,"2016-04-10 18:37:26",6062,12.1,3.506,17,0,0,0.001,0.001,NAN,0,0.0007,0.0006,0.0016,-1,274.3076,1.157593,-4.11142,1.832959,-5.94438,222.7444,306.5936,-83.8492,-89.79357,-0.4458214,2.199,-1.239

4500,"2016-04-10 18:39:24",6065,12.15,3.42,18,0,0,0.001,0.001,NAN,0.0011,0,0.0027,0.0012,1,274.2655,1.115478,-4.676741,1.559383,-6.236125,222.7177,306.1434,-83.42575,-89.66188,-0.3334338,2.117,-1.565

250,"2016-04-11 08:17:32",6071,12.14,3.764,2,0.006,0.007,0.257,0.206,0.186,0.0049,0.0045,0.3338,0.3167,0.016,276.1811,3.031128,193.8565,19.6154,174.241,328.3494,336.3791,-8.029745,166.2113,0.1011852,3.35,4.377

500,"2016-04-11 08:19:46",6074,12.12,3.807,3,0.004,0.007,0.235,0.187,0.375,0.0026,0.002,0.3088,0.2951,0.108,276.2867,3.136703,177.0463,16.96171,160.0846,328.0024,336.9681,-8.965742,151.1188,0.09580383,3.388,4.695

750,"2016-04-11 08:21:58",6077,12.14,3.87,4,0.005,0.007,0.295,0.235,0.275,0.0035,0.0031,0.3773,0.362,0.04,276.3709,3.220932,218.7632,21.28421,197.479,328.8313,336.9493,-8.118058,189.361,0.09729338,3.482,4.497

1000,"2016-04-11 08:24:10",6080,12.16,3.935,5,0.005,0.007,0.299,0.238,0.275,0.004,0.0037,0.384,0.3648,0.013,276.4338,3.283844,222.773,21.77665,200.9963,328.9623,337.082,-8.119634,192.8767,0.09775266,3.564,4.865

1250,"2016-04-11 08:26:28",6083,12.11,3.999,6,0.005,0.009,0.312,0.247,0.389,0.0047,0.0047,0.4,0.3845,-0.02,276.5181,3.368088,233.4143,22.98038,210.4339,328.4293,336.642,-8.212675,202.2212,0.09845321,3.624,4.526

1500,"2016-04-11 08:28:46",6086,12.14,4.064,7,0.004,0.011,0.274,0.218,0.551,0.003,0.004,0.35,0.3346,-0.165,276.6234,3.473404,203.8037,20.18991,183.6138,329.3605,337.4849,-8.124361,175.4894,0.09906546,3.789,4.088

1750,"2016-04-11 08:31:04",6089,12.1,4.15,8,0.003,0.009,0.234,0.183,0.586,0.0025,0.0032,0.3063,0.289,-0.151,276.7073,3.557342,174.3474,16.44192,157.9055,329.0823,336.8754,-7.793167,150.1123,0.09430548,3.872,4.234

2000,"2016-04-11 08:33:22",6092,12.15,4.256,9,0.004,0.006,0.232,0.18,0.318,0.0038,0.0028,0.302,0.2815,0.117,276.7495,3.599487,172.8052,16.08627,156.7189,330.1365,336.7405,-6.604048,150.1149,0.09308903,3.916,4.68

2250,"2016-04-11 08:35:34",6095,12.11,4.322,10,0.004,0.006,0.217,0.168,0.319,0.0028,0.0026,0.2845,0.2677,0.007,276.7495,3.599487,160.6217,15.1014,145.5203,330.9881,337.5842,-6.596168,138.9241,0.0940184,3.784,5.136

2500,"2016-04-11 08:38:02",6098,12.13,4.408,11,0.003,0.008,0.208,0.162,0.548,0.0026,0.0035,0.2694,0.2541,-0.176,276.7281,3.578125,151.3684,14.41746,136.951,331.0557,337.4816,-6.425844,130.5251,0.09524746,3.828,4.597

2750,"2016-04-11 08:40:32",6101,12.14,4.451,12,0.003,0.006,0.18,0.14,0.44,0.0031,0.0027,0.2339,0.2239,0.047,276.686,3.536011,129.2376,12.25621,116.9814,330.8534,335.7605,-4.907106,112.0743,0.09483465,3.718,3.93

3000,"2016-04-11 08:43:14",6104,12.1,4.493,13,0.003,0.005,0.182,0.141,0.365,0.0032,0.0019,0.2385,0.2226,0.222,276.6018,3.451782,129.8545,12.393,117.4615,330.4489,335.0185,-4.569609,112.8919,0.09543753,3.564,4.178

3250,"2016-04-11 08:45:50",6107,12.11,4.514,14,0.002,0.004,0.156,0.121,0.441,0.0019,0.002,0.2076,0.194,-0.059,276.5807,3.43071,110.4173,10.34117,100.0762,329.8368,334.4111,-4.574336,95.50184,0.09365535,3.537,4.254

3500,"2016-04-11 08:48:20",6110,12.13,4.536,15,0.002,0.003,0.129,0.1,0.319,0.0013,0.0015,0.1681,0.1607,-0.094,276.5596,3.409637,90.1429,8.371426,81.77147,329.906,334.6475,-4.741509,77.02996,0.09286839,3.542,4.638

3750,"2016-04-11 08:50:56",6113,12.11,4.557,16,0.002,0.003,0.131,0.101,0.321,0.0027,0.0013,0.1701,0.1623,0.329,276.5175,3.367538,91.32493,9.000652,82.32429,330.3853,332.9268,-2.541473,79.78282,0.09855634,3.476,3.745

4000,"2016-04-11 08:53:24",6116,12.14,4.557,17,0.002,0.004,0.127,0.098,0.443,0.0023,0.0013,0.1694,0.1579,0.245,276.4964,3.346481,88.54972,8.699718,79.85001,330.625,332.9946,-2.369573,77.48044,0.09824669,3.421,3.378

4250,"2016-04-11 08:57:06",6119,12.12,4.579,18,0.002,0.006,0.166,0.128,0.591,0.0017,0.0025,0.2186,0.2072,-0.216,276.5389,3.388885,118.0566,11.43548,106.6211,329.9768,334.8855,-4.908682,101.7124,0.09686438,3.493,3.761

4500,"2016-04-11 08:59:30",6122,12.11,4.579,1,0.003,0.005,0.186,0.143,0.369,0.0024,0.0026,0.244,0.2305,-0.068,276.5596,3.409637,131.9365,12.74864,119.1879,329.395,334.985,-5.58998,113.5979,0.0966271,3.542,4.208

250,"2016-04-11 10:02:38",6125,12.17,5.225,2,0.003,0.004,0.136,0.105,0.267,0.0025,0.0023,0.1767,0.171,0.025,277.612,4.462006,95.8218,9.46573,86.35607,330.8106,339.8095,-8.998833,77.35724,0.09878473,4.671,4.852

500,"2016-04-11 10:04:52",6128,12.14,5.268,3,0.002,0.003,0.121,0.093,0.322,0.0017,0.0009,0.1571,0.1493,0.284,277.612,4.462006,82.99931,7.687486,75.31183,330.47,339.3032,-8.833234,66.47859,0.09262108,4.638,4.945

750,"2016-04-11 10:07:06",6131,12.11,5.334,4,0.002,0.003,0.124,0.095,0.324,0.0011,0.0017,0.1616,0.1539,-0.237,277.633,4.483047,84.72097,7.76956,76.95141,330.8277,338.3085,-7.480882,69.47053,0.09170764,4.621,4.813

1000,"2016-04-11 10:09:16",6134,12.11,5.377,5,0.002,0.003,0.127,0.097,0.325,0.002,0.0029,0.1674,0.1555,-0.219,277.6541,4.50412,87.57325,8.09785,79.4754,330.7596,338.0733,-7.313709,72.1617,0.09246945,4.649,4.795

1250,"2016-04-11 10:11:52",6137,12.11,5.42,6,0.003,0.004,0.133,0.101,0.274,0.0028,0.0018,0.1733,0.1675,0.201,277.6962,4.546234,91.35062,8.590287,82.76033,331.475,338.4465,-6.971484,75.78886,0.09403644,4.71,4.77

1500,"2016-04-11 10:14:34",6140,12.11,5.463,7,0.002,0.005,0.124,0.095,0.531,0.0019,0.0014,0.1591,0.1568,0.144,277.7173,4.567276,84.02716,7.906347,76.12081,331.8328,337.8738,-6.041004,70.07981,0.09409275,4.732,4.302

1750,"2016-04-11 10:16:58",6143,12.13,5.506,8,0.002,0.004,0.117,0.089,0.449,0.002,0.0018,0.1547,0.1454,0.022,277.7169,4.56691,80.1984,7.41391,72.7845,332.342,337.4502,-5.108158,67.67633,0.09244461,4.743,4.383

2000,"2016-04-11 10:19:50",6146,12.11,5.548,9,0.003,0.004,0.152,0.115,0.276,0.003,0.0023,0.1999,0.19,0.107,277.759,4.609039,106.1518,10.01288,96.13887,332.206,338.0767,-5.870678,90.26818,0.09432612,4.776,4.894

2250,"2016-04-11 10:22:06",6149,12.12,5.571,10,0.004,0.005,0.184,0.141,0.24,0.0033,0.0028,0.2421,0.2343,0.066,277.8436,4.693665,131.9365,12.83072,119.1058,332.4471,339.0788,-6.631624,112.4742,0.09724916,4.859,5.224

2500,"2016-04-11 10:24:16",6152,12.11,5.591,11,0.004,0.009,0.239,0.183,0.492,0.0034,0.0037,0.3155,0.3009,-0.066,277.949,4.798981,174.1932,17.53622,156.657,332.9597,341.6164,-8.656608,148.0004,0.1006711,5.03,5.59

2750,"2016-04-11 10:26:16",6155,12.11,5.637,12,0.005,0.011,0.323,0.244,0.489,0.0058,0.0049,0.4181,0.3982,0.06,278.0964,4.946411,238.1952,23.96526,214.2299,332.3157,343.6849,-11.36919,202.8607,0.1006119,5.252,5.812

3000,"2016-04-11 10:28:28",6158,12.11,5.722,13,0.004,0.006,0.217,0.165,0.327,0.0018,0.0017,0.2797,0.2721,0.015,278.2228,5.072784,156.9975,15.51176,141.4857,333.2732,343.2893,-10.01605,131.4697,0.0988026,5.44,6.069

3250,"2016-04-11 10:30:46",6161,12.11,5.788,14,0.004,0.005,0.201,0.152,0.246,0.0022,0.003,0.2617,0.2534,-0.17,278.3492,5.199204,143.9658,14.03445,129.9313,333.8059,342.6415,-8.835599,121.0957,0.09748461,5.568,5.878

3500,"2016-04-11 10:33:00",6164,12.14,5.896,15,0.003,0.004,0.178,0.135,0.275,0.0028,0.0018,0.2331,0.22,0.19,278.4115,5.261536,127.6183,12.44771,115.1706,335.2181,342.9466,-7.72849,107.4421,0.09753858,5.601,6.167

3750,"2016-04-11 10:35:20",6167,12.11,5.96,16,0.003,0.004,0.161,0.121,0.279,0.003,0.0014,0.2083,0.1998,0.345,278.4317,5.281738,113.7322,11.24397,102.4882,335.317,342.4548,-7.13787,95.35034,0.09886361,5.634,5.967

4000,"2016-04-11 10:37:36",6170,12.15,6.025,17,0.002,0.005,0.148,0.111,0.538,0.0018,0.0021,0.1967,0.1844,-0.109,278.4743,5.324295,103.1453,10.12231,93.02296,335.3551,341.5664,-6.211327,86.81164,0.09813647,5.684,5.089

4250,"2016-04-11 10:39:36",6173,12.11,6.091,18,0.002,0.005,0.137,0.102,0.541,0.0019,0.0021,0.1797,0.1702,-0.077,278.516,5.365967,94.56268,9.24687,85.31581,334.7927,341.7705,-6.977788,78.33802,0.09778561,5.657,5.072

4500,"2016-04-11 10:41:56",6176,12.09,6.156,1,0.003,0.004,0.131,0.098,0.281,0.0015,0.0017,0.1705,0.1647,-0.08,278.5585,5.408539,89.62898,8.727074,80.9019,333.8943,341.9791,-8.084896,72.817,0.0973689,5.64,5.556

250,"2016-04-11 12:03:58",6179,12.13,9.03,2,0.008,0.008,0.242,0.187,0.128,0.0051,0.006,0.3032,0.2948,-0.095,281.5437,8.393708,164.4772,17.53622,146.941,341.6115,356.85,-15.23852,131.7025,0.1066179,8.44,8.15

500,"2016-04-11 12:06:58",6182,12.1,9.06,3,0.006,0.008,0.244,0.187,0.27,0.0045,0.0056,0.3004,0.2941,-0.119,281.2482,8.098175,163.1664,17.12586,146.0405,341.6509,354.0065,-12.35561,133.6849,0.1049595,8.02,7.342

750,"2016-04-11 12:09:02",6185,12.1,9.06,4,0.005,0.006,0.228,0.176,0.217,0.0034,0.0036,0.2863,0.2781,-0.043,280.9751,7.825073,149.9033,15.2929,134.6104,341.0414,352.8837,-11.84228,122.7682,0.1020184,7.603,7.461

1000,"2016-04-11 12:12:24",6188,12.13,8.99,5,0.004,0.006,0.214,0.165,0.321,0.0026,0.0031,0.2683,0.2555,-0.112,280.3638,7.213791,135.5615,13.7062,121.8553,340.616,350.409,-9.792924,112.0624,0.1011069,6.897,7.132

1250,"2016-04-11 12:14:52",6191,12.12,8.92,6,0.004,0.006,0.202,0.156,0.32,0.0032,0.0023,0.2504,0.2417,0.146,280.1322,6.982208,128.0046,12.83076,115.1738,340.1413,349.0842,-8.942874,106.231,0.1002367,6.639,6.685

1500,"2016-04-11 12:18:10",6194,12.13,8.81,7,0.003,0.008,0.187,0.145,0.549,0.0033,0.0028,0.2324,0.2289,0.074,279.8175,6.667526,120.0622,12.55718,107.505,338.7453,347.1804,-8.435049,99.06992,0.104589,6.309,5.765

1750,"2016-04-11 12:20:28",6197,12.12,8.72,8,0.004,0.01,0.257,0.199,0.527,0.0036,0.0052,0.3227,0.312,-0.198,279.6064,6.456451,171.1098,17.42685,153.6829,337.1868,348.3265,-11.13977,142.5432,0.101846,6.131,6.443

2000,"2016-04-11 12:23:46",6200,12.1,8.59,9,0.006,0.009,0.303,0.234,0.32,0.0065,0.005,0.3822,0.3619,0.104,279.5649,6.414886,210.4365,21.44843,188.988,338.173,351.0736,-12.90061,176.0874,0.1019235,6.248,7.747

2250,"2016-04-11 12:26:08",6203,12.09,8.52,10,0.005,0.007,0.251,0.193,0.291,0.004,0.0037,0.3142,0.3007,0.017,279.5644,6.414367,174.1171,18.05607,156.061,337.1485,349.3836,-12.23507,143.826,0.1037007,6.371,7.188

2500,"2016-04-11 12:29:26",6206,12.11,8.44,11,0.003,0.007,0.188,0.144,0.506,0.0026,0.003,0.2396,0.2234,-0.106,279.5012,6.351196,127.9275,13.7062,114.2213,337.8575,348.3113,-10.45374,103.7675,0.1071404,6.326,6.576

2750,"2016-04-11 12:31:44",6209,12.1,8.39,12,0.002,0.004,0.129,0.1,0.441,0.0008,0.0016,0.1658,0.1576,-0.356,279.438,6.288056,84.43857,9.547834,74.89073,338.0559,346.4799,-8.424019,66.46671,0.1130743,6.237,6.264

3000,"2016-04-11 12:34:58",6212,12.09,8.26,13,0.001,0.002,0.076,0.058,0.448,0.0006,0.0016,0.0969,0.0949,-0.463,279.3544,6.204392,46.76756,5.389465,41.37809,339.2601,345.3066,-6.046553,35.33154,0.1152394,6.109,6.158

3250,"2016-04-11 12:37:12",6215,12.12,8.19,14,0.001,0.002,0.078,0.058,0.458,0.0012,0.0014,0.1034,0.0959,-0.114,279.2912,6.14122,47.64124,5.854545,41.78669,338.522,344.3194,-5.797368,35.98932,0.1228882,6.059,5.976

3500,"2016-04-11 12:40:28",6218,12.13,8.06,15,0.002,0.002,0.102,0.076,0.146,0.0018,0.0009,0.132,0.1238,0.305,279.2912,6.14122,64.31825,7.550722,56.76753,337.4149,344.3194,-6.904484,49.86304,0.1173963,6.087,6.136

3750,"2016-04-11 12:42:44",6221,12.09,7.993,16,0.002,0.003,0.117,0.087,0.337,0.0007,0.0011,0.1534,0.145,-0.249,279.3343,6.184326,75.11075,8.809175,66.30158,336.7764,345.0388,-8.26236,58.03922,0.1172825,6.215,6.196

4000,"2016-04-11 12:45:54",6224,12.1,7.905,17,0.001,0.004,0.102,0.076,0.686,0.002,0.0013,0.1329,0.126,0.187,279.5244,6.374359,65.57737,7.93373,57.64364,337.7167,345.4729,-7.756111,49.88753,0.1209827,6.443,6.003

4250,"2016-04-11 12:48:10",6227,12.15,7.862,18,0.002,0.004,0.103,0.077,0.456,0.0016,0.0024,0.1337,0.1239,-0.236,279.5233,6.373337,65.68015,7.988445,57.6917,337.2858,345.6365,-8.350674,49.34103,0.1216265,6.55,5.949

4500,"2016-04-11 12:51:16",6230,12.11,7.839,1,0.002,0.003,0.106,0.079,0.336,0.0002,0.0016,0.1377,0.1282,-0.792,279.6296,6.47966,67.68448,7.769584,59.91489,338.2386,346.501,-8.26236,51.65253,0.1147912,6.578,6.549

250,"2016-04-11 14:02:44",6233,12.09,8.9,2,0.002,0.002,0.089,0.06499999,0.156,0.0029,0.0017,0.1121,0.1046,0.228,281.3752,8.22522,60.12972,6.429057,53.70066,343.7401,352.3698,-8.629799,45.07086,0.1069198,8.41,7.521

500,"2016-04-11 14:04:42",6236,12.14,8.94,3,0.003,0.003,0.113,0.084,0.147,0.0019,0.0009,0.1434,0.1362,0.334,281.4378,8.287735,77.32065,7.769584,69.55106,343.2896,353.2765,-9.986887,59.56418,0.1004852,8.47,7.778

750,"2016-04-11 14:06:42",6239,12.1,9.01,4,0.002,0.003,0.117,0.087,0.337,0.0017,0.0018,0.1483,0.1391,-0.061,281.5437,8.393708,81.40637,8.453526,72.95284,343.0591,353.8125,-10.75335,62.1995,0.1038435,8.61,7.956

1000,"2016-04-11 14:06:42",6239,12.1,9.01,4,0.002,0.003,0.117,0.087,0.337,0.0017,0.0018,0.1483,0.1391,-0.061,281.5437,8.393708,81.40637,8.453526,72.95284,343.0591,353.8125,-10.75335,62.1995,0.1038435,8.61,7.956

1250,"2016-04-11 14:11:20",6245,12.1,9.15,6,0.002,0.003,0.117,0.087,0.337,0.0021,0.0017,0.1448,0.1388,0.084,281.7115,8.561523,80.53271,8.234664,72.29805,344.0796,354.1564,-10.07678,62.22127,0.1022524,8.86,8.06

1500,"2016-04-11 14:13:32",6248,12.09,9.24,7,0.002,0.005,0.111,0.083,0.54,0.0028,0.0012,0.1444,0.1313,0.359,281.8582,8.708252,77.60332,8.453526,69.14979,344.1429,354.3104,-10.16745,58.98234,0.1089325,9.02,8.14

1750,"2016-04-11 14:15:32",6251,12.14,9.3,8,0.002,0.005,0.133,0.099,0.541,0.0015,0.0012,0.1699,0.158,0.075,281.9214,8.771438,92.40447,9.602548,82.80192,344.2937,354.6314,-10.33778,72.46414,0.1039186,9.08,8.1

2000,"2016-04-11 14:17:48",6254,12.1,9.37,9,0.004,0.005,0.155,0.115,0.255,0.0028,0.0026,0.1935,0.1825,0.008,282.0049,8.854934,107.9765,11.02515,96.95138,343.4408,355.2247,-11.78397,85.16741,0.1021069,9.18,8.33

2250,"2016-04-11 14:20:06",6257,12.11,9.46,10,0.004,0.004,0.151,0.113,0.144,0.0021,0.0026,0.1884,0.1809,-0.126,282.1102,8.960236,104.9443,10.64214,94.3022,341.7623,356.2668,-14.50445,79.79775,0.1014075,9.31,8.58

2500,"2016-04-11 14:22:20",6260,12.11,9.52,11,0.003,0.005,0.133,0.1,0.378,0.0019,0.0024,0.1638,0.1575,-0.136,282.1945,9.044509,91.91625,9.411045,82.5052,342.0214,356.1056,-14.08415,68.42105,0.1023872,9.41,8.51

2750,"2016-04-11 14:24:56",6263,12.11,9.62,12,0.002,0.004,0.13,0.098,0.453,0.0018,0.0023,0.1599,0.1517,-0.148,282.3419,9.19191,90.27167,9.57519,80.69648,342.2623,355.5074,-13.24513,67.45134,0.1060708,9.52,8.34

